-0.46237126	0.37177986	-0.44825503	-0.40239418	0.42800367	0.3808908	0.42655376
-0.9393537	0.932799	-0.91676116	-0.90061843	0.93253213	0.9194641	0.8846989
2.0730987	-2.131607	2.1085672	2.1839075	-2.1637874	-2.23038	-2.0621257
-3.0566802	2.9826865	-3.060443	-3.003534	3.1024728	3.0969822	3.0924397
-0.38241673	0.3787873	-0.44031858	-0.3734316	0.37620696	0.37521896	0.44136375
-0.9088301	0.94696367	-0.95265126	-0.9180464	0.8946718	0.91267693	0.9570762
0.7231655	-0.75363207	0.7421259	0.736665	-0.73634684	-0.7093224	-0.7612285
-0.38825348	0.43298635	-0.4518195	-0.3472588	0.35685587	0.41609943	0.41419804
-0.73695105	0.71672463	-0.70436794	-0.7265814	0.6688248	0.75275546	0.7099091
-2.7316098	2.7430444	-2.699744	-2.7691777	2.7689302	2.7474236	2.7654276
-3.797301	3.804334	-3.8175042	-3.8046389	3.8115885	3.8044927	3.8227904
2.7125695	-2.7016265	2.628612	2.8075566	-2.7763555	-2.7604175	-2.642883
-0.3729947	0.32249558	-0.35887063	-0.34569272	0.3504218	0.33416426	0.30265853
-0.18475735	0.13765961	-0.19956374	-0.12555853	0.1498387	0.1820851	0.17861114
-0.011825503	0.017174948	-0.0026813336	0.013378282	0.0027150023	-0.022677375	0.0029133726
0.07952419	-0.08102739	0.0638834	0.15656117	-0.14185494	-0.15604362	-0.07986016
1.5310957	-1.5461001	1.5534394	1.5494599	-1.5367095	-1.5755379	-1.4764155
-1.475269	1.4167411	-1.4423921	-1.4330912	1.4407061	1.4831295	1.428543
-0.11721957	0.045171786	-0.072745465	-0.06338773	0.035016187	0.049439456	0.08105362
-0.8708698	0.8274673	-0.85951054	-0.8464832	0.80984986	0.8625857	0.8934242
-0.11904148	0.08751733	-0.08690262	-0.09039137	0.04739692	0.10688068	0.120392464
-0.3249409	0.3849684	-0.3635922	-0.3684798	0.33812052	0.31826043	0.3466269
-0.16525696	0.114361025	-0.15295537	-0.115291506	0.14244117	0.13683127	0.121257834
-1.2430626	1.1622409	-1.1733216	-1.1980983	1.2465249	1.2438854	1.2565168
2.6231627	-2.6957269	2.5889182	2.6984475	-2.6859746	-2.6648924	-2.6113257
-0.88803095	0.8815325	-0.9238287	-0.9049717	0.8915008	0.922018	0.8844361
-1.0057256	0.9471845	-0.93848187	-0.9853289	1.0091954	0.9719952	0.96331257
-0.15610923	0.17429477	-0.23804726	-0.21565482	0.19833022	0.1870912	0.16866869
-0.34397715	0.2669695	-0.2875647	-0.30582407	0.27427816	0.34065387	0.348702
0.14661892	-0.14669053	0.09471773	0.13546936	-0.09185556	-0.1123673	-0.07359264
-0.40945002	0.38296136	-0.49289677	-0.4691834	0.3759059	0.44477147	0.41183722
1.1253289	-1.123875	1.1317805	1.1213967	-1.2107207	-1.1385591	-1.1270013
-0.024959229	0.084265046	-0.0328532	-0.018485853	0.039694346	0.09046407	0.029439216
-0.71310323	0.72027385	-0.6759403	-0.6739735	0.69389373	0.6811931	0.743731
-1.2229828	1.1983017	-1.1875105	-1.1635408	1.2255564	1.2135705	1.240126
0.55083764	-0.47290525	0.5185965	0.55272514	-0.54455435	-0.52344865	-0.47278947
-0.42530915	0.34838802	-0.46931753	-0.39902318	0.4122994	0.3356438	0.3799652
0.85596454	-0.94511104	0.91258466	0.9344654	-0.96024555	-0.9358586	-0.87273276
0.66744065	-0.72791004	0.6690427	0.7356903	-0.69107944	-0.71606797	-0.6629347
-1.3154025	1.2029067	-1.2440455	-1.2261022	1.2223977	1.2587914	1.2261729
0.4431377	-0.45110214	0.43736726	0.4252597	-0.42041668	-0.42556384	-0.4272693
-0.13375169	0.08941089	-0.063974224	-0.11752049	0.07212431	0.06292867	0.045397595
-0.991473	0.98741233	-1.0359074	-1.0020912	1.0166924	0.99641794	1.0301309
1.4322696	-1.3888386	1.3417474	1.4607024	-1.4085796	-1.3754587	-1.3432014
-2.282862	2.2774389	-2.344471	-2.2725954	2.2879148	2.2856402	2.295529
1.3147768	-1.2813443	1.3195187	1.2995397	-1.3990209	-1.3594732	-1.3216699
0.5242293	-0.5645839	0.5812204	0.530458	-0.5406855	-0.5885452	-0.534952
0.74930704	-0.7472491	0.741816	0.7592884	-0.7816243	-0.74926865	-0.78371036
-0.082842655	0.10168029	-0.033156075	-0.08982549	0.017758697	0.10098949	0.06506539
-0.26917303	0.26228875	-0.31170544	-0.22977297	0.2509801	0.2670209	0.22507912
1.1081085	-1.1116651	1.0995134	1.1271125	-1.069132	-1.1110274	-1.1000863
1.4388158	-1.4831895	1.479047	1.4624844	-1.4997932	-1.5025278	-1.4309545
-0.024743384	0.080446236	-0.054383226	-0.09288192	0.032261267	0.044467706	0.057917163
0.15533279	-0.16647561	0.18996824	0.20064564	-0.17132956	-0.18665093	-0.16200578
-0.2631004	0.22220603	-0.3042832	-0.30312344	0.27866235	0.2831259	0.25912645
0.5954351	-0.66728014	0.6215513	0.68960714	-0.6551969	-0.59933025	-0.6506159
-0.3677874	0.33481875	-0.32805642	-0.38707283	0.38387486	0.3588079	0.37963277
-1.2155651	1.2162216	-1.2301687	-1.2299329	1.2752366	1.2214905	1.1931036
1.2464037	-1.223577	1.2283162	1.162538	-1.2234316	-1.2230742	-1.219943
-1.5192684	1.4745771	-1.4724184	-1.4672718	1.4635025	1.4854711	1.5064741
0.14302471	-0.16765742	0.20840865	0.14619307	-0.15968643	-0.21791556	-0.1585617
-0.687222	0.60623825	-0.6605011	-0.6079876	0.62161505	0.68354696	0.6800737
0.49365267	-0.51716673	0.51219314	0.48080394	-0.52577007	-0.57441753	-0.45236805
0.75881135	-0.6846573	0.6929032	0.7088171	-0.7933925	-0.79019207	-0.73293
0.73081195	-0.81715244	0.79241145	0.829642	-0.81734234	-0.8385202	-0.73766714
-0.86144316	0.83743995	-0.8137833	-0.8297808	0.798579	0.82007664	0.7624709
-1.3186159	1.3332689	-1.3226448	-1.2948288	1.3825136	1.3598539	1.3759941
0.1624752	-0.15340604	0.12496477	0.12962566	-0.15614654	-0.149708	-0.16797116
1.0443494	-1.048903	1.0172623	1.1449586	-1.1513064	-1.0793036	-1.0584303
1.0313576	-1.0859295	1.0306066	1.0472097	-1.1339017	-1.1199456	-1.1216624
-2.7938848	2.7231793	-2.816103	-2.7469547	2.7333326	2.7822802	2.7864554
0.8739441	-0.8250314	0.8196944	0.8730486	-0.8480329	-0.88005584	-0.8630997
0.2928055	-0.38700718	0.30384737	0.3231624	-0.32214245	-0.32475927	-0.32522923
1.1458093	-1.1067457	1.0944223	1.1298892	-1.1296474	-1.1598328	-1.1561384
0.85665786	-0.81390226	0.830324	0.8966936	-0.90552145	-0.8356914	-0.8355705
-0.8023213	0.8266347	-0.8286016	-0.8535696	0.8774621	0.81592244	0.8265974
0.16340616	-0.11994079	0.13009477	0.19698122	-0.12672333	-0.19241159	-0.1467891
-0.7142247	0.7297293	-0.72115856	-0.7599794	0.7581775	0.68152505	0.7061596
-0.41025686	0.42780674	-0.46590298	-0.46070108	0.41989842	0.41661084	0.4629386
-0.95777327	0.9565914	-0.9746796	-0.90260834	0.94462067	0.93024474	0.9512625
-0.9270022	0.8787882	-0.90622187	-0.92525697	0.93977225	0.9112203	0.9489602
1.7462935	-1.7548723	1.7520019	1.778548	-1.7856799	-1.826935	-1.7176816
0.18498573	-0.15796039	0.20303899	0.17108832	-0.17463169	-0.18600743	-0.21188982
0.96172285	-0.9767364	1.034987	1.0355712	-0.98852646	-0.9790848	-1.0301255
0.057878796	-0.0011664006	-0.02060252	0.03971542	0.010990655	-0.06542868	-0.045332212
-0.36299977	0.39941418	-0.39002287	-0.3374607	0.3833909	0.33937478	0.3816514
-0.43422204	0.4336356	-0.5254256	-0.45639983	0.5219697	0.44856504	0.5147572
-0.5099581	0.5260372	-0.4857603	-0.46335328	0.51545274	0.44743404	0.52001804
-0.89303654	0.86423624	-0.85970414	-0.8667377	0.84738	0.87294847	0.82644093
-1.3222501	1.337627	-1.274302	-1.3150982	1.274265	1.3176969	1.2838094
-0.60882586	0.572823	-0.5905809	-0.65444404	0.59573966	0.6124536	0.62214655
-0.5874921	0.5132302	-0.6000626	-0.5427939	0.5827292	0.5743818	0.6083293
0.8307319	-0.85695285	0.8506819	0.8495666	-0.85380906	-0.8753557	-0.83169585
0.4291431	-0.42154142	0.38981387	0.40737826	-0.50544345	-0.46797803	-0.46987736
-0.17500097	0.10761052	-0.15655199	-0.1598476	0.10384489	0.13835661	0.19941343
0.3617645	-0.31797343	0.36163038	0.3208864	-0.33140773	-0.34087947	-0.33621514
0.2951643	-0.35729715	0.3250884	0.29883796	-0.3402115	-0.36550888	-0.33154777
-1.3119539	1.290639	-1.2859951	-1.288067	1.2734329	1.2853464	1.3023748
-0.32316536	0.3018642	-0.31400782	-0.32486448	0.34631866	0.36833736	0.34065804
0.6506523	-0.6298852	0.6341735	0.6913752	-0.68522024	-0.65811473	-0.6586611
0.76248366	-0.76072884	0.73717743	0.80248916	-0.7323719	-0.73425484	-0.71653503
-1.1237302	1.0732841	-1.1262999	-1.1146528	1.1624401	1.1291121	1.0957794
-0.08812738	0.13073337	-0.12962243	-0.09013548	0.12125402	0.100019306	0.05872622
0.6949354	-0.68253064	0.60299355	0.6406688	-0.6545968	-0.69390357	-0.65209085
-0.5950564	0.5981009	-0.61644036	-0.66367114	0.5969258	0.6735575	0.6135337
-0.606276	0.62564933	-0.6065769	-0.6579298	0.60061294	0.63893944	0.59202963
0.68911755	-0.66877186	0.69732136	0.75967735	-0.77306646	-0.72296584	-0.68408585
-0.32495493	0.33546066	-0.30628684	-0.33312732	0.35522747	0.2954788	0.34637982
1.0894189	-1.1344615	1.1469747	1.1304107	-1.2118399	-1.1447983	-1.1099638
-0.33519784	0.2679224	-0.27383736	-0.29565933	0.2738707	0.27431267	0.29827973
0.8430492	-0.9381638	0.92172813	0.93860173	-0.95493203	-0.9068498	-0.8551143
0.44438902	-0.43830445	0.45049512	0.4595686	-0.52012587	-0.42945182	-0.48070353
0.24144395	-0.26487115	0.24256766	0.23112737	-0.270491	-0.2662813	-0.16079831
1.0422257	-1.0094938	1.0336955	1.0200982	-1.0843934	-0.99129015	-0.98096806
